ENDLINE2_RESIDENT,ENDLINE2_LEADER,assigned_nov,houseoccupy_ec2,houseclaim_ec2,farmclaim_ec2,housepalavapostwar_ec2,farmpalavapostwar_ec2,anylndconf_u_ec2,unrslv_lnd_conf_u_ec2,conf_threat_c_ec2,conf_threat_u_ec2,conf_damage_c_ec2,conf_damage_u_ec2,conf_viol_c_ec2,conf_viol_u_ec2,conf_witch_c_ec2,conf_any_c_ec2,conf_any_u_ec2,forum_lastsuc_c_ec2,cviol_scale_bc,clandconf_scale_bc,cpalaviol_imputed_bc,clndtake_bc,cattitudes_tribe_bc,cprog_ldr_beliefs_bc,cwitchcraft_scale_bc,cwealthindex_bc,cedulevel_bc,crelmarry_bc,cviol_experienced_bc,weight_ec2,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,s_weight1,s_weight2,s_weight3,s_weight4,assigned_ever,quartdummy,christian,minority,housetake_dum,lndtake_dum,female,stranger,yrs_edu,noland,ageover60,age40_60,age20_40,land_sizehst,farm_sizehst,cashearn_imputedhst,trainee,ctownhh_log_el2,vsmall,small,small2,small3,lmg_conf_u_ec2,lmg_unrslv_conf_u_ec2,lmg_conf_any_u_ec2,lmg_forum_lastsuc_c_ec2,lmg_forum_inf_suc_c_ec2,lmg_conf_any_c_ec2,conf_length_max_c_ec2,resident_e1,conf_dam_violence_bin_u,conf_dam_violence_bin_c,lmg_conf_dam_violence_bin_c,lmg_conf_threat_c_ec2,lmg_conf_viol_c_ec2,lmg_conf_damage_c_ec2,ctownhh_log_el,weight_e1_e2,unconditional_label_land,conditional_label_land,unconditional_label_all,conditional_label_all
,,0,,,,,,1,0,0,0,0,0,0,0,,0,0,1,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,0,0,0,0,0,1,0,2.094712,1.443635,4.60527,0,4.553877,0,1,0,0,1,0,,1,0,,,1,0,0,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,1,0,0,1,0,0,.2474665,1.818447,5.703794,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
,,0,,,,,,1,0,0,0,0,0,0,0,,0,0,1,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.991471,1,4.553877,0,1,0,0,1,0,,1,1,,,1,0,0,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,1,0,6,0,0,0,0,4.787561,1.443635,2.644121,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,0,0,5,0,0,1,0,4.60527,1.818447,9.190138,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,0,7,0,0,0,1,.2474665,1.194763,0,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,1,3,0,0,0,0,.4812118,2.998223,0,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,0,0,8,0,0,0,1,.4812118,1.818447,6.684613,,4.553877,0,0,1,0,1,0,0,1,0,0,,0,0,,0,0,0,0,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5.01068,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,0,0,14,0,0,0,1,4.60527,1.443635,5.703794,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,1,6,0,0,0,0,0,.2474665,0,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
1,,0,0,1,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,0,0,10,0,0,0,1,.2474665,.6931472,8.853665,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,1,0,0,0,1,0,0,3.115485,6.907756,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,0,0,5,0,0,1,0,4.094622,.8813736,8.006368,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,1,0,12,1,0,0,1,0,0,6.907756,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,0,8,0,0,0,1,.2474665,1.443635,7.600903,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,0,0,0,0,1,0,0,.6931472,2.644121,7.600903,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,0,0,14,0,0,0,1,.4812118,2.312438,4.60527,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,1,1,0,0,0,1,0,5.34713,1.443635,0,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,0,9,0,0,0,1,.2474665,1.818447,0,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,1,7,0,0,1,0,.4812118,4.723032,7.600903,,4.553877,0,0,1,0,1,0,0,1,0,0,12,0,0,0,0,0,0,0,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,1,6,0,0,0,1,.1246767,3.689504,7.600903,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,0,0,0,0,0,0,1,1.325898,1.047593,7.937375,0,4.553877,0,1,0,0,1,1,,0,0,,,1,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,0,0,0,0,1,0,0,.8813736,2.312438,5.298342,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,0,0,12,0,0,0,1,1.818447,.8813736,8.294049,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,0,0,0,0,0,1,.2474665,1.818447,0,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,1,0,0,0,0,1,0,2.644121,.8813736,3.912423,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,0,0,0,0,0,0,1,0,0,5.298342,1.443635,6.907756,0,4.553877,0,1,0,0,0,0,,,,,,1,0,,,,,,5.389072,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.5,.2,.05,.1,4.75,3.7,.1,-.3341559,3.5,.35,5.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.05264,1,80.8,85.05264,1,0,1,0,,,1,0,10,0,0,0,1,.2474665,1.818447,6.396933,,4.553877,0,0,1,0,0,0,0,,,,,0,0,,,,,,5.389072,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,0,11,0,0,1,0,0,0,5.298342,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,0,0,0,0,0,1,3.689504,0,6.907756,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,1,0,0,0,0,1,2.312438,1.443635,5.991471,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,0,0,0,0,1,.2474665,1.047593,6.214612,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,1,4,0,0,1,0,1.443635,1.194763,5.075213,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,0,0,9,0,0,0,1,.1246767,3.912423,8.006368,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
,,0,,,,,,1,0,1,1,1,1,1,1,,1,1,1,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,0,0,12,0,0,0,0,1.443635,1.818447,9.21034,0,4.430817,0,1,0,0,1,0,,1,0,,,1,1,1,,,,,4.543295,1,,,,
1,,0,1,1,0,1,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,0,0,8,0,0,0,1,.2474665,1.647231,6.684613,,4.430817,0,1,0,0,1,1,0,0,0,0,,0,0,,0,0,0,0,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,6,0,0,0,1,1.443635,2.998223,6.684613,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,0,0,8,0,0,0,1,0,1.443635,5.991471,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,1,6,0,0,0,1,2.312438,1.443635,7.090077,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,0,0,0,0,1,.0749299,2.312438,5.703794,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,1,0,0,1,0,0,0,0,0,12,0,0,1,0,5.298342,1.443635,8.294049,1,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
,,0,,,,,,1,1,1,1,0,0,1,1,,1,1,0,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,0,0,14,0,0,0,1,5.298342,2.312438,9.21034,0,4.430817,0,1,0,0,1,1,,0,0,,,1,1,1,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,1,0,0,0,1,0,3.638278,1.443635,7.600903,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,1,0,0,1,0,0,0,0,0,14,0,0,1,0,3.689504,1.443635,7.600903,1,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,1,0,0,0,1,0,4.382183,.2474665,0,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,0,1,4,0,0,0,1,5.991471,.8813736,5.298342,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,0,8,0,0,0,1,.4812118,1.818447,9.059518,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,0,0,13,0,0,0,1,4.382183,1.818447,0,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,0,0,0,0,0,0,3.912423,.8813736,7.600903,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,0,0,0,0,0,0,1,.4812118,1.194763,0,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,1,0,0,0,0,1,3.689504,.8813736,0,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,0,8,0,0,0,1,3.912423,1.818447,7.377759,0,4.430817,0,1,0,0,1,0,,1,0,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,0,0,0,1,0,.2474665,.8813736,6.396933,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,1,6,0,0,0,1,4.60527,2.094712,5.991471,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,6,0,0,1,0,.4812118,1.550158,8.699514,,4.430817,0,1,0,0,1,0,0,1,0,0,,0,0,,0,0,0,0,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,1,1,0,0,0,1,0,2.49178,1.443635,8.006368,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,7,0,0,0,1,.2474665,.8813736,0,,4.430817,0,1,0,0,1,0,0,1,1,0,.0328767,0,0,0,0,0,0,0,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,8,0,0,0,1,.2474665,.8813736,7.090077,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,0,0,14,0,0,1,0,.5901437,4.787561,8.699514,,4.430817,0,1,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,7,0,0,1,0,.6931472,.8813736,7.244228,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,0,0,8,0,0,0,1,.2474665,.8813736,7.438384,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
,,0,,,,,,1,0,1,1,0,0,0,0,,1,1,1,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,0,0,7,0,0,0,0,3.402307,1.443635,7.090077,0,4.430817,0,1,0,0,1,0,,1,0,,,1,0,0,,,,,4.543295,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,0,0,0,0,9,0,0,0,1,1.818447,.8813736,8.699514,0,4.430817,0,1,0,0,0,0,,,,,,1,0,,,,,,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,1,3,0,0,0,1,.2474665,1.818447,7.600903,,4.430817,0,1,0,0,1,0,1,0,0,1,,0,0,,1,1,1,0,4.543295,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.15,.35,0,.3,5.45,4,.1,-.0753361,7.85,.8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.75,1,35.75,35.75,0,0,1,0,,,1,0,0,0,0,0,1,.2474665,1.818447,7.600903,,4.430817,0,1,0,0,0,0,0,,,,,0,0,,,,,,4.543295,1,,,,
